Player,Shirt_Number,Player_Nation,Player_Position,Player_Age,Minutes_Played,Goals,Assists,Penalty_Kick_Scored,Penalty_Kick_Attempted,Shots,Shots_On_Targer,Yellow_Cards,Red_Cards,Touches,Tackles,Interceptions,Blocks,xG,npxG,xAG,SCA,GCA,Passes_Completed,Passes_Attempted,Pass_Completion_Percentage,Progresive_Passes,Carries,Progresive_Carries,Dribbles_Attempted,Dribbles_Succesful,Passes_Completed,Passes_Attempted,Pass_Completion_Percentage,Total_Passing_Distance,Progressive_Passing_Distacne,Short_Passes_Completed,Short_Passes_Attempted,Short_Pass_Completion_Percentage,Medium_Passes_Completed,Medium_Passes_Attempted,Medium_Pass_Completion_Percentage,Long_Passes_Completed,Long_Passes_Attempted,Long_Pass_Completion_Percentage,Assists,xAG,xA,KP,Final_Third,PPA,CrsPA,PrgP,Passes_Attempted,Live,Dead,FK,TB,Sw,Crosses,TI,CK,Crs_In,Crs_Out,Crs_Str,Passes_Completed,Passes_Off,Passes_Blocked,Tkl,TklW,Def_3rd,Mid_3rd,Att_3rd,Drib_Tkl,Drib_Chl,Tkl%,Lost,Blocks,Sh_Blocks,Pass_Blocked,Int ,Tkl_Int,Clr,Err,Touches,Def_Pen_Touches,Def_3rd_Touches,Mid_3rd_Touches,Att_3rd_Touches,Att_Pen_Touches,Live_touches,Takeons,Succ_Takeons,Succ_Takeons_%,Takeons_Tkl,Takenone_Tkl_%,Carries,TotDist,PrgDist,PrgC,Final_Third_Carries,Penalty_Carries,MisControls,Disp,Pass_Rec,Pass_Rec_Prg,Yellow_Cards,Red_Cards,2CrdY,Fls,Fld,Off,Crosses,Int,TklW,PKWin,PkCon,OG,Recov,Awon,Alost,Awon_%,Team,Opponenet,Home/Away
Milos Kerkez,3,HUN,LB,21-122,90,0,1,0,0,1,1,0,0,50,3,1,3,0.0,0.0,0.3,2,2,30,43,69.8,0,23,4,2,1,30,43,69.8,450,87,15,17,88.2,11,15,73.3,2,8,25.0,1,0.3,0.1,1,0,1,1,0,43,35,8,0,0,0,3,8,0,0,0,0,30,0,0,3,2,2,0,1,0,0,,0,3,1,2,1,4,0,0,50,3,18,24,10,2,50,2,1,50.0,0,0.0,23,149,73,4,2,1,0,0,20,1,0,0,0,1,2,0,3,1,2,0,0,0,7,0,1,0.0,Bournemouth,Tottenham,Away
Ryan Christie,10,SCO,DM,30-015,70,0,0,0,0,0,0,0,0,46,2,4,1,0.0,0.0,0.1,3,1,25,34,73.5,3,25,2,2,2,25,34,73.5,428,75,10,12,83.3,12,15,80.0,2,5,40.0,0,0.1,0.1,2,2,3,1,3,34,31,3,3,1,0,1,0,0,0,0,0,25,0,0,2,2,1,1,0,0,2,0.0,2,1,0,1,4,6,2,0,46,2,14,28,6,0,46,2,2,100.0,0,0.0,25,166,87,2,2,0,2,1,20,0,0,0,0,0,1,0,1,4,2,0,0,0,6,1,0,100.0,Bournemouth,Tottenham,Away
Tyler Adams,12,USA,DM,26-023,90,0,0,0,0,1,0,0,0,50,5,2,4,0.1,0.1,0.0,1,0,30,36,83.3,0,21,0,0,0,30,36,83.3,293,79,19,19,100.0,5,8,62.5,0,2,0.0,0,0.0,0.0,0,1,0,0,0,36,32,4,4,0,0,0,0,0,0,0,0,30,0,0,5,3,1,4,0,2,2,100.0,0,4,1,3,2,7,0,0,50,3,14,27,9,0,50,0,0,,0,,21,65,24,0,0,0,2,0,21,0,0,0,0,3,0,0,0,2,3,0,0,0,8,2,2,50.0,Bournemouth,Tottenham,Away
Alejandro Garnacho,17,ARG,AM,20-251,90,0,0,0,0,2,0,0,0,30,3,0,0,0.1,0.1,0.1,3,1,18,21,85.7,1,20,8,2,1,18,21,85.7,264,64,10,11,90.9,7,9,77.8,1,1,100.0,0,0.1,0.1,1,0,2,2,1,21,21,0,0,0,0,3,0,0,0,0,0,18,0,0,3,1,2,0,1,1,1,100.0,0,0,0,0,0,3,1,0,30,1,9,6,16,5,30,2,1,50.0,1,50.0,20,285,190,8,2,2,0,1,17,3,0,0,0,1,3,0,3,0,1,0,0,0,5,0,0,,Manchester Utd,Arsenal,Home
Ayden Heaven,26,ENG,CB,18-168,45,0,0,0,0,0,0,0,0,17,1,1,0,0.0,0.0,0.0,0,0,4,8,50.0,0,6,0,0,0,4,8,50.0,71,5,2,3,66.7,2,3,66.7,0,1,0.0,0,0.0,0.0,0,1,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,4,0,1,1,1,0,1,0,1,1,100.0,0,0,0,0,1,2,3,0,17,6,8,7,2,1,17,0,0,,0,,6,19,3,0,0,0,2,1,5,1,0,0,0,1,1,0,0,1,1,0,0,0,2,1,1,50.0,Manchester Utd,Arsenal,Home
Bruno Fernandes,8,POR,CM,30-182,90,1,0,0,0,3,3,0,0,49,2,0,1,0.4,0.4,0.0,4,0,31,38,81.6,6,31,2,2,0,31,38,81.6,532,176,17,19,89.5,7,7,100.0,6,10,60.0,0,0.0,0.1,1,5,3,0,6,38,33,5,2,0,0,2,0,1,1,0,0,31,0,0,2,1,0,2,0,2,5,40.0,3,1,1,0,0,2,1,0,49,2,14,21,17,2,49,2,0,0.0,2,100.0,31,172,98,2,0,0,0,1,31,1,0,0,0,0,1,0,2,0,1,0,0,0,5,0,0,,Manchester Utd,Arsenal,Home
Casemiro,18,BRA,CM,33-014,90,0,0,0,0,1,0,0,0,36,9,0,3,0.0,0.0,0.0,0,0,15,18,83.3,3,13,0,0,0,15,18,83.3,224,92,7,8,87.5,4,5,80.0,2,3,66.7,0,0.0,0.0,0,5,0,0,3,18,18,0,0,0,0,0,0,0,0,0,0,15,0,0,9,4,7,1,1,4,5,80.0,1,3,2,1,0,9,2,0,36,5,22,11,4,0,36,0,0,,0,,13,42,9,0,1,0,0,0,10,0,0,0,0,1,0,0,0,0,4,0,0,0,5,3,2,60.0,Manchester Utd,Arsenal,Home
Christian Eriksen,14,DEN,AM,33-023,75,0,0,0,0,0,0,0,0,33,1,1,2,0.0,0.0,0.0,0,0,18,26,69.2,1,19,0,0,0,18,26,69.2,249,72,14,16,87.5,2,4,50.0,1,4,25.0,0,0.0,0.0,0,0,0,0,1,26,24,2,1,1,1,1,0,1,0,0,0,18,0,1,1,0,0,1,0,0,2,0.0,2,2,2,0,1,2,0,0,33,2,11,16,6,0,33,0,0,,0,,19,65,27,0,0,0,2,1,23,1,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,,Manchester Utd,Arsenal,Home
Diogo Dalot,20,POR,WB,25-356,90,0,0,0,0,0,0,0,0,40,3,2,1,0.0,0.0,0.2,1,0,19,28,67.9,0,21,3,0,0,19,28,67.9,305,158,12,12,100.0,6,11,54.5,1,3,33.3,0,0.2,0.1,1,0,1,1,0,28,24,4,0,0,0,3,4,0,0,0,0,19,0,2,3,2,3,0,0,2,2,100.0,0,1,0,1,2,5,6,0,40,6,21,7,12,0,40,0,0,,0,,21,135,88,3,2,0,1,1,17,3,0,0,0,0,0,0,3,2,2,0,0,0,4,1,1,50.0,Manchester Utd,Arsenal,Home
Joshua Zirkzee,11,NED,FW,23-291,75,0,0,0,0,1,1,0,0,20,0,0,0,0.6,0.6,0.0,2,0,8,10,80.0,1,13,0,1,0,8,10,80.0,79,20,4,6,66.7,2,2,100.0,0,0,,0,0.0,0.0,0,0,0,0,1,10,10,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,2,0,20,2,6,9,5,1,20,1,0,0.0,1,100.0,13,24,5,0,0,0,5,2,12,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0.0,Manchester Utd,Arsenal,Home
Leny Yoro,15,FRA,CB,19-116,45,0,0,0,0,0,0,0,0,29,4,0,1,0.0,0.0,0.0,1,0,21,23,91.3,0,22,0,0,0,21,23,91.3,316,91,10,11,90.9,10,10,100.0,0,0,,0,0.0,0.0,0,1,0,0,0,23,23,0,0,0,0,0,0,0,0,0,0,21,0,0,4,2,4,0,0,1,1,100.0,0,1,0,1,0,4,1,0,29,4,20,8,1,0,29,0,0,,0,,22,114,64,0,1,0,0,0,22,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,50.0,Manchester Utd,Arsenal,Home
Matthijs de Ligt,4,NED,CB,25-209,90,0,0,0,0,1,1,0,0,36,2,0,0,0.1,0.1,0.0,1,1,19,26,73.1,1,20,0,0,0,19,26,73.1,398,67,4,6,66.7,13,16,81.3,1,3,33.3,0,0.0,0.0,0,1,0,0,1,26,26,0,0,0,0,1,0,0,0,0,0,19,0,0,2,2,1,1,0,2,3,66.7,1,0,0,0,0,2,6,0,36,6,20,13,4,2,36,0,0,,0,,20,87,44,0,0,0,0,0,21,1,0,0,0,1,1,0,1,0,2,0,0,0,4,2,0,100.0,Manchester Utd,Arsenal,Home
Noussair Mazraoui,3,MAR,WB,27-115,90,0,0,0,0,1,1,0,0,35,1,2,0,0.2,0.2,0.3,5,0,19,26,73.1,2,18,3,1,1,19,26,73.1,270,85,8,12,66.7,10,13,76.9,0,0,,0,0.3,0.2,3,1,2,0,2,26,22,4,0,1,0,1,4,0,0,0,0,19,0,0,1,1,0,1,0,1,2,50.0,1,0,0,0,2,3,3,0,35,5,14,7,15,2,35,1,1,100.0,0,0.0,18,113,69,3,1,0,0,1,16,3,0,0,0,2,1,0,1,2,1,0,0,0,4,1,0,100.0,Manchester Utd,Arsenal,Home
Rasmus Højlund,9,DEN,FW,22-033,15,0,0,0,0,1,0,0,0,7,0,0,0,0.2,0.2,0.0,0,0,4,4,100.0,1,4,0,0,0,4,4,100.0,52,31,3,3,100.0,1,1,100.0,0,0,,0,0.0,0.0,0,1,1,0,1,4,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,7,0,1,2,4,2,7,0,0,,0,,4,14,0,0,0,0,0,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,20.0,Manchester Utd,Arsenal,Home
Toby Collyer,43,ENG,AM,21-065,15,0,0,0,0,0,0,0,0,7,1,0,0,0.0,0.0,0.2,2,0,5,5,100.0,0,4,0,0,0,5,5,100.0,62,11,3,3,100.0,2,2,100.0,0,0,,0,0.2,0.4,1,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,5,0,0,1,1,0,1,0,0,0,,0,0,0,0,0,1,0,0,7,1,3,1,3,1,7,0,0,,0,,4,7,3,0,0,0,1,0,3,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,,Manchester Utd,Arsenal,Home
Victor Lindelöf,2,SWE,CB,30-235,90,0,0,0,0,0,0,0,0,34,0,1,0,0.0,0.0,0.0,1,0,19,21,90.5,0,19,1,0,0,19,21,90.5,296,47,9,10,90.0,10,10,100.0,0,1,0.0,0,0.0,0.0,1,1,0,0,0,21,21,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,10,1,34,9,23,11,0,0,34,0,0,,0,,19,104,66,1,0,0,0,0,20,0,0,0,0,1,0,0,0,1,0,0,0,0,0,3,0,100.0,Manchester Utd,Arsenal,Home
Declan Rice,41,ENG,"LM,CM",26-054,90,1,0,0,0,2,1,0,0,80,1,1,0,0.1,0.1,0.0,6,0,62,72,86.1,8,51,3,2,1,62,72,86.1,961,248,35,37,94.6,24,28,85.7,2,5,40.0,0,0.0,0.3,0,13,1,0,8,72,67,5,2,1,1,4,0,3,2,0,0,62,0,0,1,1,1,0,0,0,0,,0,0,0,0,1,2,0,0,80,1,6,42,33,5,80,2,1,50.0,1,50.0,51,336,174,3,2,0,1,1,64,4,0,0,0,0,0,0,4,1,1,0,0,0,7,1,1,50.0,Arsenal,Manchester Utd,Away
Ethan Nwaneri,53,ENG,RW,17-353,57,0,0,0,0,0,0,0,0,39,1,0,1,0.0,0.0,0.0,0,0,21,30,70.0,0,25,7,3,0,21,30,70.0,231,44,17,18,94.4,3,8,37.5,0,1,0.0,0,0.0,0.0,0,0,0,0,0,30,29,1,0,0,0,4,1,0,0,0,0,21,0,1,1,0,0,0,1,0,0,,0,1,0,1,0,1,0,0,39,0,3,8,28,1,39,3,0,0.0,3,100.0,25,188,92,7,2,1,0,4,29,11,0,0,0,0,0,1,4,0,0,0,0,0,3,1,0,100.0,Arsenal,Manchester Utd,Away
Gabriel Magalhães,6,BRA,CB,27-080,90,0,0,0,0,0,0,0,0,79,0,1,1,0.0,0.0,0.0,1,0,69,71,97.2,9,48,1,0,0,69,71,97.2,1102,351,27,27,100.0,41,43,95.3,0,0,,0,0.0,0.0,1,5,0,0,9,71,65,6,2,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,,0,1,1,0,1,1,4,0,79,10,16,54,9,0,79,0,0,,0,,48,169,100,1,2,0,0,0,57,1,0,0,0,1,1,0,0,1,0,0,0,0,4,1,0,100.0,Arsenal,Manchester Utd,Away
Gabriel Martinelli,11,BRA,RW,23-264,33,0,0,0,0,2,1,0,0,19,1,0,1,0.4,0.4,0.0,2,0,6,11,54.5,0,13,5,3,1,6,11,54.5,97,25,4,5,80.0,1,3,33.3,1,2,50.0,0,0.0,0.1,0,0,1,1,0,11,11,0,0,0,0,4,0,0,0,0,0,6,0,1,1,0,0,0,1,0,0,,0,1,0,1,0,1,0,0,19,1,2,3,15,5,19,3,1,33.3,1,33.3,13,119,56,5,0,2,2,0,12,6,0,0,0,3,0,0,4,0,0,0,0,0,1,0,1,0.0,Arsenal,Manchester Utd,Away
Jurriën Timber,12,NED,RB,23-265,90,0,1,0,0,0,0,0,0,86,2,0,1,0.0,0.0,0.1,3,2,67,78,85.9,9,50,6,4,3,67,78,85.9,850,202,47,50,94.0,20,25,80.0,0,1,0.0,1,0.1,0.1,1,5,1,0,9,78,63,15,0,0,0,2,15,0,0,0,0,67,0,2,2,1,1,1,0,2,2,100.0,0,1,0,1,0,2,2,0,86,2,9,38,39,5,86,4,3,75.0,1,25.0,50,183,115,6,3,2,1,1,58,11,0,0,0,1,0,0,2,0,1,0,0,0,4,0,1,0.0,Arsenal,Manchester Utd,Away
Kieran Tierney,3,SCO,LW,27-277,15,0,0,0,0,0,0,0,0,6,0,0,0,0.0,0.0,0.2,1,0,6,6,100.0,0,2,1,0,0,6,6,100.0,89,17,4,4,100.0,2,2,100.0,0,0,,0,0.2,0.0,1,0,1,1,0,6,6,0,0,0,0,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,6,0,0,1,5,0,6,0,0,,0,,2,25,16,1,1,0,0,0,6,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.0,Arsenal,Manchester Utd,Away
Leandro Trossard,19,BEL,"LW,FW",30-095,90,0,0,0,0,6,1,1,0,48,2,0,0,0.6,0.6,0.2,2,0,29,37,78.4,1,32,1,1,1,29,37,78.4,412,74,19,22,86.4,10,12,83.3,0,2,0.0,0,0.2,0.1,2,1,1,0,1,37,37,0,0,0,1,2,0,0,0,0,0,29,0,1,2,2,0,1,1,0,0,,0,0,0,0,0,2,0,0,48,0,1,22,25,4,48,1,1,100.0,0,0.0,32,179,57,1,1,0,1,2,39,7,1,0,0,2,1,0,2,0,2,0,0,0,1,0,0,,Arsenal,Manchester Utd,Away
Martin Ødegaard,8,NOR,RM,26-082,90,0,0,0,0,5,3,0,0,94,0,0,0,0.4,0.4,0.4,6,0,70,81,86.4,10,54,4,5,1,70,81,86.4,1029,288,42,44,95.5,24,26,92.3,3,9,33.3,0,0.4,0.5,3,5,4,0,10,81,71,10,0,2,0,6,2,6,4,0,0,70,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,94,0,5,34,56,4,94,5,1,20.0,4,80.0,54,352,137,4,3,2,3,1,77,6,0,0,0,0,0,0,6,0,0,0,0,0,6,1,0,100.0,Arsenal,Manchester Utd,Away
Mikel Merino,23,ESP,"FW,LM",28-260,90,0,0,0,0,1,0,0,0,32,1,0,0,0.1,0.1,0.1,3,0,17,24,70.8,3,17,1,2,0,17,24,70.8,256,90,11,15,73.3,3,6,50.0,3,3,100.0,0,0.1,0.0,2,4,0,0,3,24,24,0,0,1,0,0,0,0,0,0,0,17,0,0,1,1,0,1,0,0,1,0.0,1,0,0,0,0,1,0,0,32,0,1,18,13,2,32,2,0,0.0,2,100.0,17,104,79,1,1,0,1,4,19,3,0,0,0,1,2,0,0,0,1,0,0,0,2,1,6,14.3,Arsenal,Manchester Utd,Away
Myles Lewis-Skelly,49,ENG,LB,18-164,33,0,0,0,0,0,0,0,0,17,0,0,0,0.0,0.0,0.0,2,0,16,16,100.0,3,13,0,0,0,16,16,100.0,224,45,9,9,100.0,7,7,100.0,0,0,,0,0.0,0.0,0,4,0,0,3,16,15,1,1,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,17,0,1,10,6,0,17,0,0,,0,,13,93,54,0,1,0,0,0,16,2,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,,Arsenal,Manchester Utd,Away
Riccardo Calafiori,33,ITA,LB,22-294,57,0,0,0,0,0,0,0,0,31,1,0,0,0.0,0.0,0.0,1,0,23,27,85.2,2,15,3,1,0,23,27,85.2,293,54,17,19,89.5,5,5,100.0,1,3,33.3,0,0.0,0.0,0,3,0,0,2,27,23,4,1,0,0,2,3,0,0,0,0,23,0,0,1,0,1,0,0,1,2,50.0,1,0,0,0,0,1,1,0,31,2,3,14,14,2,31,1,0,0.0,1,100.0,15,114,72,3,2,0,0,0,20,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0.0,Arsenal,Manchester Utd,Away
Thomas Partey,5,GHA,CM,31-269,75,0,0,0,0,1,0,0,0,75,3,0,1,0.0,0.0,0.1,3,0,61,69,88.4,7,46,2,3,2,61,69,88.4,827,228,35,38,92.1,24,27,88.9,1,3,33.3,0,0.1,0.1,2,10,3,0,7,69,69,0,0,0,0,1,0,0,0,0,0,61,0,0,3,2,1,2,0,1,1,100.0,0,1,0,1,0,3,0,0,75,2,7,47,23,0,75,3,2,66.7,1,33.3,46,231,143,2,3,0,0,0,55,2,0,0,0,2,0,0,1,0,2,0,0,0,3,0,1,0.0,Arsenal,Manchester Utd,Away
William Saliba,2,FRA,CB,23-350,90,0,0,0,0,0,0,0,0,96,1,3,0,0.0,0.0,0.0,2,0,82,89,92.1,8,62,1,0,0,82,89,92.1,1433,440,34,36,94.4,43,45,95.6,4,5,80.0,0,0.0,0.0,0,10,0,0,8,89,86,2,1,0,0,1,1,0,0,0,0,82,1,0,1,1,0,1,0,0,0,,0,0,0,0,3,4,4,0,96,6,26,62,9,2,96,0,0,,0,,62,298,157,1,2,0,0,0,73,0,0,0,0,0,0,0,1,3,1,0,0,0,4,5,0,100.0,Arsenal,Manchester Utd,Away
Aaron Cresswell,3,ENG,CB,35-085,68,0,0,0,0,0,0,0,0,57,0,1,1,0.0,0.0,0.0,1,0,33,51,64.7,1,18,0,0,0,33,51,64.7,551,239,17,19,89.5,14,20,70.0,1,8,12.5,0,0.0,0.0,0,2,0,0,1,51,41,10,3,0,0,4,6,1,1,0,0,33,0,3,0,0,0,0,0,0,1,0.0,1,1,1,0,1,1,3,0,57,2,22,28,7,0,57,0,0,,0,,18,71,25,0,0,0,0,0,34,0,0,0,0,0,0,0,4,1,0,0,0,0,3,0,0,,West Ham,Newcastle Utd,Home
Aaron Wan-Bissaka,29,ENG,"WB,RB",27-104,90,0,0,0,0,0,0,0,0,58,2,2,2,0.0,0.0,0.0,2,0,41,48,85.4,7,22,3,2,2,41,48,85.4,615,229,22,22,100.0,16,19,84.2,3,4,75.0,0,0.0,0.0,0,2,0,0,7,48,39,9,1,0,0,1,8,0,0,0,0,41,0,2,2,1,1,1,0,1,2,50.0,1,2,0,2,2,4,3,0,58,2,16,28,14,0,58,2,2,100.0,0,0.0,22,160,92,3,0,0,1,0,30,2,0,0,0,0,1,0,1,2,1,0,0,0,6,0,0,,West Ham,Newcastle Utd,Home
Carlos Soler,4,ESP,CM,28-067,26,0,0,0,0,0,0,0,0,20,1,0,1,0.0,0.0,0.0,1,0,12,16,75.0,1,12,1,0,0,12,16,75.0,187,47,3,4,75.0,8,9,88.9,0,1,0.0,0,0.0,0.0,1,2,0,0,1,16,15,1,0,0,0,1,0,1,1,0,0,12,0,0,1,0,1,0,0,0,1,0.0,1,1,0,1,0,1,1,0,20,1,8,8,4,2,20,0,0,,0,,12,60,39,1,0,0,1,0,12,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,,West Ham,Newcastle Utd,Home
Danny Ings,18,ENG,DM,32-230,7,0,0,0,0,0,0,0,0,4,0,0,0,0.0,0.0,0.0,0,0,3,3,100.0,0,3,0,0,0,3,3,100.0,47,2,1,1,100.0,2,2,100.0,0,0,,0,0.0,0.0,0,1,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,4,0,0,1,3,1,4,0,0,,0,,3,2,2,0,0,0,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0.0,West Ham,Newcastle Utd,Home
Edson Álvarez,19,MEX,CM,27-137,64,0,0,0,0,0,0,0,0,40,3,1,0,0.0,0.0,0.0,1,0,18,26,69.2,1,15,1,2,1,18,26,69.2,244,70,10,13,76.9,8,8,100.0,0,1,0.0,0,0.0,0.0,0,2,0,0,1,26,26,0,0,0,0,0,0,0,0,0,0,18,0,2,3,1,1,1,1,0,0,,0,0,0,0,1,4,2,0,40,2,10,18,13,3,40,2,1,50.0,1,50.0,15,104,30,1,2,0,3,0,23,2,0,0,0,0,1,0,0,1,1,0,0,0,1,4,1,80.0,West Ham,Newcastle Utd,Home
Evan Ferguson,34,IRL,FW,20-142,22,0,0,0,0,1,0,0,0,7,0,0,1,0.0,0.0,0.1,1,0,3,4,75.0,0,3,0,1,1,3,4,75.0,27,0,3,3,100.0,0,1,0.0,0,0,,0,0.1,0.0,1,0,0,0,0,4,4,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,7,0,0,2,5,2,7,1,1,100.0,0,0.0,3,13,11,0,1,0,0,0,3,1,0,0,0,1,1,0,0,0,0,0,0,0,2,1,0,100.0,West Ham,Newcastle Utd,Home
James Ward-Prowse,8,ENG,"CM,DM",30-129,83,0,0,0,0,0,0,0,0,79,2,0,0,0.0,0.0,0.0,3,0,67,72,93.1,3,37,0,0,0,67,72,93.1,1120,189,42,43,97.7,19,20,95.0,6,8,75.0,0,0.0,0.0,1,4,0,0,3,72,68,4,3,0,1,2,0,1,0,0,1,67,0,0,2,2,2,0,0,1,3,33.3,2,0,0,0,0,2,1,0,79,4,20,45,14,0,79,0,0,,0,,37,160,53,0,0,0,0,1,58,0,0,0,0,1,1,0,2,0,2,0,0,0,6,2,0,100.0,West Ham,Newcastle Utd,Home
Jarrod Bowen,20,ENG,"FW,RM",28-080,90,0,0,0,0,4,1,0,0,34,0,0,2,0.2,0.2,0.0,0,0,13,21,61.9,0,18,5,3,1,13,21,61.9,211,41,8,9,88.9,4,6,66.7,1,1,100.0,0,0.0,0.0,0,0,1,1,0,21,19,2,1,0,0,5,0,0,0,0,0,13,0,4,0,0,0,0,0,0,1,0.0,1,2,0,2,0,0,0,0,34,0,2,11,21,3,34,3,1,33.3,2,66.7,18,134,70,5,1,1,3,1,24,11,0,0,0,0,2,0,5,0,0,0,0,0,2,0,1,0.0,West Ham,Newcastle Utd,Home
Jean-Clair Todibo,25,FRA,CB,25-070,64,0,0,0,0,0,0,0,0,39,1,2,3,0.0,0.0,0.0,0,0,26,32,81.3,0,20,2,0,0,26,32,81.3,415,112,11,13,84.6,14,15,93.3,1,2,50.0,0,0.0,0.0,0,2,0,0,0,32,30,2,2,0,0,1,0,0,0,0,0,26,0,1,1,1,1,0,0,1,1,100.0,0,3,1,2,2,3,1,0,39,5,22,16,2,0,39,0,0,,0,,20,127,63,2,1,0,0,0,25,0,0,0,0,0,0,0,1,2,1,0,0,0,2,0,2,0.0,West Ham,Newcastle Utd,Home
Konstantinos Mavropanos,15,GRE,CB,27-089,26,0,0,0,0,0,0,0,0,32,2,1,0,0.0,0.0,0.0,1,0,22,26,84.6,3,20,3,1,0,22,26,84.6,409,135,8,8,100.0,13,14,92.9,1,4,25.0,0,0.0,0.0,0,5,0,0,3,26,24,2,2,0,1,0,0,0,0,0,0,22,0,0,2,0,1,1,0,1,1,100.0,0,0,0,0,1,3,1,0,32,2,11,21,0,0,32,1,0,0.0,1,100.0,20,168,104,3,0,0,0,0,23,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0.0,West Ham,Newcastle Utd,Home
Lucas Paquetá,10,BRA,CM,27-195,26,0,0,0,0,0,0,0,0,19,0,0,0,0.0,0.0,0.0,0,0,12,18,66.7,2,11,0,1,0,12,18,66.7,232,51,7,7,100.0,4,8,50.0,1,2,50.0,0,0.0,0.0,0,1,0,0,2,18,16,2,2,1,1,1,0,0,0,0,0,12,0,0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,19,0,1,16,2,0,19,1,0,0.0,0,0.0,11,58,35,0,0,0,0,0,14,0,0,0,0,1,2,0,1,0,0,0,0,0,1,0,0,,West Ham,Newcastle Utd,Home
Max Kilman,26,ENG,CB,27-291,90,0,0,0,0,0,0,0,0,60,0,2,2,0.0,0.0,0.0,1,0,48,53,90.6,3,29,1,0,0,48,53,90.6,817,204,23,24,95.8,22,22,100.0,3,5,60.0,0,0.0,0.0,0,1,0,0,3,53,53,0,0,0,0,0,0,0,0,0,0,48,0,1,0,0,0,0,0,0,0,,0,2,0,2,2,2,2,0,60,6,24,33,5,0,60,0,0,,0,,29,141,73,1,1,0,1,0,40,0,0,0,0,0,0,0,0,2,0,0,0,0,2,4,3,57.1,West Ham,Newcastle Utd,Home
Mohammed Kudus,14,GHA,"FW,LM",24-220,90,0,0,0,0,3,1,0,0,44,0,0,0,0.1,0.1,0.1,1,0,22,32,68.8,0,29,5,5,2,22,32,68.8,345,25,11,11,100.0,9,11,81.8,2,5,40.0,0,0.1,0.0,1,0,0,0,0,32,30,2,1,0,1,4,0,0,0,0,0,22,0,2,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,44,0,6,21,20,4,44,5,2,40.0,2,40.0,29,248,121,5,3,2,2,2,29,3,0,0,0,2,4,1,4,0,0,0,0,0,7,2,1,66.7,West Ham,Newcastle Utd,Home
Oliver Scarles,57,ENG,"WB,LB",19-088,90,0,0,0,0,0,0,0,0,63,3,0,1,0.0,0.0,0.0,2,0,42,50,84.0,4,30,1,1,0,42,50,84.0,584,173,32,35,91.4,8,11,72.7,1,1,100.0,0,0.0,0.0,1,1,2,1,4,50,46,3,1,0,0,2,2,0,0,0,0,42,1,0,3,3,2,1,0,3,4,75.0,1,1,0,1,0,3,5,0,63,4,19,26,18,1,63,1,0,0.0,1,100.0,30,99,60,1,5,0,1,1,41,5,0,0,0,0,1,0,2,0,3,0,0,0,4,0,0,,West Ham,Newcastle Utd,Home
Tomáš Souček,28,CZE,CM,30-011,64,0,0,0,0,1,0,0,0,19,1,0,1,0.4,0.4,0.0,1,0,8,14,57.1,3,6,0,0,0,8,14,57.1,121,27,5,10,50.0,3,4,75.0,0,0,,0,0.0,0.0,1,1,0,0,3,14,14,0,0,0,0,0,0,0,0,0,0,8,0,0,1,1,0,1,0,0,2,0.0,2,1,0,1,0,1,1,0,19,2,5,9,5,1,19,0,0,,0,,6,15,7,0,0,0,0,0,11,0,0,0,0,1,2,0,0,0,1,0,0,0,0,3,1,75.0,West Ham,Newcastle Utd,Home
